FIPS_NUM	County	State	PopulationSize	Population	cbsa_name	cbsa_level	is_central	NAICS1	industry_desc1	industry_gdp1	industry_gdp_share1	NAICS2	industry_desc2	industry_gdp2	industry_gdp_share2	NAICS3	industry_desc3	industry_gdp3	industry_gdp_share3	NAICS4	industry_desc4	industry_gdp4	industry_gdp_share4	NAICS5	industry_desc5	industry_gdp5	industry_gdp_share5	RGDP2002	jobs2002	unem2002	HHprice2002	RGDP2003	jobs2003	unem2003	HHprice2003	RGDP2004	jobs2004	unem2004	HHprice2004	RGDP2005	jobs2005	unem2005	HHprice2005	RGDP2006	jobs2006	unem2006	HHprice2006	RGDP2007	jobs2007	unem2007	HHprice2007	RGDP2008	jobs2008	unem2008	HHprice2008	RGDP2009	jobs2009	unem2009	HHprice2009	RGDP2010	jobs2010	unem2010	HHprice2010	RGDP2011	jobs2011	unem2011	HHprice2011	RGDP2012	jobs2012	unem2012	HHprice2012	RGDP2013	jobs2013	unem2013	HHprice2013	RGDP2014	jobs2014	unem2014	HHprice2014	peakRGDPyear	troughRGDPyear	peakjobsyear	troughjobsyear	peakunemyear	troughunemyear	peakHHpriceyear	troughHHpriceyear	avgWage13	avgWageGrowth12	aggRGDP2002	aggjobs2002	aggunem2002	aggHHprice2002	aggRGDP2003	aggjobs2003	aggunem2003	aggHHprice2003	aggRGDP2004	aggjobs2004	aggunem2004	aggHHprice2004	aggRGDP2005	aggjobs2005	aggunem2005	aggHHprice2005	aggRGDP2006	aggjobs2006	aggunem2006	aggHHprice2006	aggRGDP2007	aggjobs2007	aggunem2007	aggHHprice2007	aggRGDP2008	aggjobs2008	aggunem2008	aggHHprice2008	aggRGDP2009	aggjobs2009	aggunem2009	aggHHprice2009	aggRGDP2010	aggjobs2010	aggunem2010	aggHHprice2010	aggRGDP2011	aggjobs2011	aggunem2011	aggHHprice2011	aggRGDP2012	aggjobs2012	aggunem2012	aggHHprice2012	aggRGDP2013	aggjobs2013	aggunem2013	aggHHprice2013	aggRGDP2014	aggjobs2014	aggunem2014	aggHHprice2014	unemgrowth14	jobsgrowth14	rgdpgrowth14	hhpricegrowth14
1129	"Washington County"	"AL"	"small"	16877	""	""	""	"325"	"Chemicals"	247.1978	39.46269	"221"	"Utilities"	128.5043	20.51444	"FH"	"Forestry and fishing"	21.6336	3.453591	"FR"	"Agriculture"	7.3658	1.175877	"321"	"Wood products"	5.2767	.8423731	4.867e+08	6470	9.48	72400	5.815e+08	6350	9.47	73560	6.208e+08	6250	8.54	76050	6.065e+08	6460	5.31	80850	6.476e+08	6560	4.99	84270	6.384e+08	6630	5.11	82710	5.699e+08	6300	7.43	79710	5.898e+08	5930	13.41	76430	6.914e+08	6130	12.85	76130	5.803e+08	5930	13.32	73860	5.980e+08	5850	11.15	76220	5.993e+08	5760	10.2	81030	6.240e+08	5730	10.39	83760	2006	2008	2007	2014	2006	2009	2006	2011	54276	.03934658	1.211e+12	17547950	5.7745296	81795.668	1.237e+12	17578510	6.0516698	86153.594	1.282e+12	17663700	5.7322907	91738.368	1.313e+12	17854640	5.5112653	100243.12	1.346e+12	18085270	5.00746	104928.76	1.349e+12	18072550	4.9482408	105495.48	1.351e+12	17977360	5.7750706	98547.455	1.314e+12	17331550	8.9026341	92107.836	1.359e+12	17331190	9.0119473	92563.956	1.382e+12	17404200	8.4050847	90059.732	1.413e+12	17432020	7.5633772	94606.976	1.447e+12	17430490	7.2019097	103754.19	1.492e+12	17677840	6.2372719	107466.09	1.862745	-.5208333	4.130025	3.369123
1131	"Wilcox County"	"AL"	"small"	11307	""	""	""	"FH"	"Forestry and fishing"	16.0231	6.325278	"FR"	"Agriculture"	6.0122	2.373376	"337"	"Furniture products"	5.0565	1.996104	"511"	"Publishing"	2.9192	1.152383	"339"	"Misc. manufacturing"	1.4623	.5772575	2.797e+08	3400	10.45	64280	2.876e+08	3340	11.28	65980	2.982e+08	3260	10.79	69520	2.987e+08	3290	7.93	74890	2.906e+08	3290	7.52	78100	2.662e+08	3130	8.36	76290	2.562e+08	3000	12.38	73950	2.308e+08	2710	23.49	72230	2.255e+08	2670	20.68	72920	2.218e+08	2700	18.4	71550	2.321e+08	2680	16.14	75100	2.309e+08	2580	15.66	80040	2.317e+08	2540	15.95	82740	2005	2011	2002	2014	2006	2009	2006	2011	39893	-.00138157	1.211e+12	17547950	5.7745296	81795.668	1.237e+12	17578510	6.0516698	86153.594	1.282e+12	17663700	5.7322907	91738.368	1.313e+12	17854640	5.5112653	100243.12	1.346e+12	18085270	5.00746	104928.76	1.349e+12	18072550	4.9482408	105495.48	1.351e+12	17977360	5.7750706	98547.455	1.314e+12	17331550	8.9026341	92107.836	1.359e+12	17331190	9.0119473	92563.956	1.382e+12	17404200	8.4050847	90059.732	1.413e+12	17432020	7.5633772	94606.976	1.447e+12	17430490	7.2019097	103754.19	1.492e+12	17677840	6.2372719	107466.09	1.851852	-1.550388	.3638726	3.373313
1133	"Winston County"	"AL"	"small"	24146	""	""	""	"321"	"Wood products"	137.3375	20.34274	"337"	"Furniture products"	36.2994	5.37675	"FR"	"Agriculture"	21.2965	3.154486	"314"	"Textile product mills"	4.9809	.7377823	"339"	"Misc. manufacturing"	3.9451	.5843573	6.044e+08	9620	7.98	74210	6.051e+08	9400	8.62	74920	6.601e+08	9540	6.51	77110	6.963e+08	9850	4.31	81870	7.188e+08	10160	4.25	85790	6.448e+08	9780	4.81	85150	5.774e+08	9120	7.63	82420	5.177e+08	7880	15.81	78030	5.400e+08	7960	14.62	76010	5.593e+08	8130	12.57	72570	5.883e+08	8230	9.46	74780	6.107e+08	8150	8.95	80250	6.250e+08	8130	9.12	81620	2006	2009	2006	2009	2006	2009	2006	2011	30435	.03288923	1.211e+12	17547950	5.7745296	81795.668	1.237e+12	17578510	6.0516698	86153.594	1.282e+12	17663700	5.7322907	91738.368	1.313e+12	17854640	5.5112653	100243.12	1.346e+12	18085270	5.00746	104928.76	1.349e+12	18072550	4.9482408	105495.48	1.351e+12	17977360	5.7750706	98547.455	1.314e+12	17331550	8.9026341	92107.836	1.359e+12	17331190	9.0119473	92563.956	1.382e+12	17404200	8.4050847	90059.732	1.413e+12	17432020	7.5633772	94606.976	1.447e+12	17430490	7.2019097	103754.19	1.492e+12	17677840	6.2372719	107466.09	1.899441	-.2453988	2.341767	1.707165
2013	"Aleutians East Borough"	"AK"	"small"	3092	""	""	""	"311"	"Food"	74.7465	42.33739	"GVL"	"Local government"	15.8034	8.951253	"221"	"Utilities"	6.8547	3.882592	"813"	"Non-profits"	4.5524	2.578539	"711"	"Sports and performing arts"	2.398	1.358259	1.561e+08	890	8.59	105830	1.552e+08	930	9.6	108490	1.614e+08	1030	8.59	116220	1.612e+08	970	9.54	126400	1.964e+08	1040	8.33	132120	1.923e+08	1010	7.63	133340	1.799e+08	1050	8.32	127680	1.989e+08	1020	9.85	113060	1.754e+08	980	10.36	108240	1.630e+08	1050	11.4	104810	1.620e+08	1020	12.56	110350	1.778e+08	1050	11.5	128950	1.824e+08	1060	11.42	135510	2009	2012	2008	2010	2007	2012	2007	2011	35430	.00803753	1.211e+12	17547950	5.7745296	81795.668	1.237e+12	17578510	6.0516698	86153.594	1.282e+12	17663700	5.7322907	91738.368	1.313e+12	17854640	5.5112653	100243.12	1.346e+12	18085270	5.00746	104928.76	1.349e+12	18072550	4.9482408	105495.48	1.351e+12	17977360	5.7750706	98547.455	1.314e+12	17331550	8.9026341	92107.836	1.359e+12	17331190	9.0119473	92563.956	1.382e+12	17404200	8.4050847	90059.732	1.413e+12	17432020	7.5633772	94606.976	1.447e+12	17430490	7.2019097	103754.19	1.492e+12	17677840	6.2372719	107466.09	-.6956522	.952381	2.56987	5.087243
2020	"Anchorage Borough"	"AK"	"medium-sized"	300950	"Anchorage, AK"	"2"	"1"	"492"	"Couriers & messengers"	404.0649	1.646742	"424"	"Wholesale trade: nondurables"	389.1278	1.585866	"524"	"Insurance services"	245.8901	1.00211	"562"	"Waste management services"	150.7116	.6142157	"551"	"Management and consulting"	130.9831	.5338135	1.744e+10	136640	5.65	172090	1.713e+10	138480	6.2	181390	1.758e+10	138970	5.88	200700	1.837e+10	140750	5.49	222740	1.899e+10	143300	5.23	233710	1.953e+10	143970	4.9	231750	1.959e+10	144160	5.21	220410	2.131e+10	143340	6.5	198150	2.077e+10	144980	6.79	196350	2.185e+10	146700	6.12	197640	2.295e+10	147770	5.42	210340	2.213e+10	147800	5.04	245220	2.241e+10	149160	4.94	257470	2009	2010	2008	2008	2007	2010	2006	2010	53727	.02418887	4.162e+12	50614410	5.6552625	124306.48	4.297e+12	51016030	5.8691575	133191.47	4.459e+12	51818170	5.5242002	145291.79	4.601e+12	52899470	5.2221368	162339.11	4.719e+12	54013220	4.7614042	168988.49	4.774e+12	54545770	4.7048962	168009.13	4.742e+12	54526570	5.7872527	153612.83	4.617e+12	52599080	9.2241148	140222.32	4.731e+12	52626190	9.4425275	140142.06	4.795e+12	53097970	8.749475	134797.84	4.899e+12	53687370	7.9043956	139917.84	4.986e+12	54075610	7.322442	152548.75	5.090e+12	55161540	6.1644444	159845.96	-1.984127	.9201624	1.276212	4.995514
2060	"Bristol Bay Borough"	"AK"	"small"	960	""	""	""	"324"	"Oil and coal products"	30.6363	12.86052	"712"	"Museums"	4.602	1.931829	"332"	"Fabricated metal products"	4.4772	1.879441	"327"	"Nonmetallic mineral products"	1.2858	.5397536	"515"	"Broadcasting"	1.2391	.5201499	1.447e+08	850	6.55	119020	1.713e+08	920	6.1	125940	1.891e+08	980	6.32	140700	1.922e+08	910	5.83	156200	2.026e+08	960	5.31	161950	2.228e+08	1020	4.54	159750	1.619e+08	960	4.67	149820	1.903e+08	990	4.75	132980	1.858e+08	1020	4.65	130300	2.089e+08	1050	4.11	131070	2.159e+08	970	4.37	141090	2.135e+08	1010	3.7	165320	2.122e+08	990	3.67	171650	2007	2008	2007	2006	2007	2009	2006	2010	43934	.0012234	1.211e+12	17547950	5.7745296	81795.668	1.237e+12	17578510	6.0516698	86153.594	1.282e+12	17663700	5.7322907	91738.368	1.313e+12	17854640	5.5112653	100243.12	1.346e+12	18085270	5.00746	104928.76	1.349e+12	18072550	4.9482408	105495.48	1.351e+12	17977360	5.7750706	98547.455	1.314e+12	17331550	8.9026341	92107.836	1.359e+12	17331190	9.0119473	92563.956	1.382e+12	17404200	8.4050847	90059.732	1.413e+12	17432020	7.5633772	94606.976	1.447e+12	17430490	7.2019097	103754.19	1.492e+12	17677840	6.2372719	107466.09	-.8108108	-1.980198	-.5715356	3.828938
2068	"Denali Borough"	"AK"	"small"	1867	""	""	""	"531"	"Real estate"	250.2141	52.11146	"532"	"Rental services"	35.8331	7.462869	"721"	"Accommodation"	32.5366	6.776315	"487"	"Sightseeing transportation"	11.9559	2.490025	"713"	"Entertainment"	2.7744	.5778173	4.444e+08	1420	7.15	95250	3.046e+08	1300	8.65	100240	3.562e+08	1410	7.88	110840	3.507e+08	1480	6.53	122920	3.593e+08	1550	5.72	128280	3.716e+08	1510	5.99	127960	3.586e+08	1510	5.85	121590	3.932e+08	1290	8.25	108670	3.990e+08	1240	8.89	105830	4.144e+08	1220	10.02	104520	4.354e+08	1260	9.87	109440	4.604e+08	1310	8.75	125770	4.787e+08	1310	8.69	132700	2002	2003	2006	2011	2006	2011	2006	2011	43120	-.03781568	1.211e+12	17547950	5.7745296	81795.668	1.237e+12	17578510	6.0516698	86153.594	1.282e+12	17663700	5.7322907	91738.368	1.313e+12	17854640	5.5112653	100243.12	1.346e+12	18085270	5.00746	104928.76	1.349e+12	18072550	4.9482408	105495.48	1.351e+12	17977360	5.7750706	98547.455	1.314e+12	17331550	8.9026341	92107.836	1.359e+12	17331190	9.0119473	92563.956	1.382e+12	17404200	8.4050847	90059.732	1.413e+12	17432020	7.5633772	94606.976	1.447e+12	17430490	7.2019097	103754.19	1.492e+12	17677840	6.2372719	107466.09	-.6857143	0	3.974459	5.510058
2090	"Fairbanks North Star Borough"	"AK"	"medium-sized"	100436	"Fairbanks, AK"	"2"	"1"	"486"	"Pipeline transportation"	1857.038	25.72418	"212"	"Mining"	369.2533	5.114994	"221"	"Utilities"	180.7965	2.504441	"484"	"Truck transportation"	67.5676	.9359641	"487"	"Sightseeing transportation"	60.7261	.8411939	4.731e+09	39390	6.41	138610	5.064e+09	40260	6.89	144480	5.224e+09	41620	6.4	156150	5.286e+09	42580	5.83	167530	5.584e+09	42580	5.61	170860	5.822e+09	43050	5.35	174320	5.980e+09	43290	5.82	163880	5.942e+09	42620	7.06	146220	6.163e+09	43370	6.94	146180	6.478e+09	43450	6.69	148030	6.671e+09	43640	6.21	158920	6.468e+09	42860	5.8	182700	6.509e+09	43840	5.57	189360	2008	2008	2008	2009	2007	2009	2007	2010	49148	.02528504	4.162e+12	50614410	5.6552625	124306.48	4.297e+12	51016030	5.8691575	133191.47	4.459e+12	51818170	5.5242002	145291.79	4.601e+12	52899470	5.2221368	162339.11	4.719e+12	54013220	4.7614042	168988.49	4.774e+12	54545770	4.7048962	168009.13	4.742e+12	54526570	5.7872527	153612.83	4.617e+12	52599080	9.2241148	140222.32	4.731e+12	52626190	9.4425275	140142.06	4.795e+12	53097970	8.749475	134797.84	4.899e+12	53687370	7.9043956	139917.84	4.986e+12	54075610	7.322442	152548.75	5.090e+12	55161540	6.1644444	159845.96	-3.965517	2.286514	.6327754	3.64532
2100	"Haines Borough"	"AK"	"small"	2592	""	""	""	"324"	"Oil and coal products"	73.1271	42.46926	"321"	"Wood products"	2.5925	1.505619	"327"	"Nonmetallic mineral products"	1.9151	1.112213	"336"	"Transportation equipment"	1.5885	.9225366	"337"	"Furniture products"	1.003	.5825019	1.065e+08	1140	11.2	128730	1.141e+08	1220	11.51	134580	1.423e+08	1280	9.87	146920	1.500e+08	1340	9	160480	1.870e+08	1330	7.94	165850	2.059e+08	1340	7.12	164660	1.804e+08	1240	8.47	155500	1.621e+08	1280	9.01	138430	1.111e+08	1230	9.03	135920	1.160e+08	1260	8.34	135600	1.102e+08	1190	8.18	143160	1.237e+08	1240	7.84	166710	1.255e+08	1250	7.79	176850	2007	2012	2005	2012	2007	2010	2006	2011	35940	.0343789	1.211e+12	17547950	5.7745296	81795.668	1.237e+12	17578510	6.0516698	86153.594	1.282e+12	17663700	5.7322907	91738.368	1.313e+12	17854640	5.5112653	100243.12	1.346e+12	18085270	5.00746	104928.76	1.349e+12	18072550	4.9482408	105495.48	1.351e+12	17977360	5.7750706	98547.455	1.314e+12	17331550	8.9026341	92107.836	1.359e+12	17331190	9.0119473	92563.956	1.382e+12	17404200	8.4050847	90059.732	1.413e+12	17432020	7.5633772	94606.976	1.447e+12	17430490	7.2019097	103754.19	1.492e+12	17677840	6.2372719	107466.09	-.6377551	.8064516	1.446932	6.082418
2110	"City and Borough of Juneau"	"AK"	"small"	32660	"Juneau, AK"	"1"	"1"	"212"	"Mining"	242.2116	7.613523	"483"	"Water transportation"	29.4603	.9260361	"445"	"Food  stores"	28.2838	.8890548	"487"	"Sightseeing transportation"	22.134	.6957459	"713"	"Entertainment"	17.9273	.5635152	1.985e+09	17120	5.31	193170	2.062e+09	17280	5.71	202800	2.106e+09	17050	5.8	223240	2.138e+09	17360	5.33	245900	2.336e+09	17620	4.77	256010	2.414e+09	17700	4.33	256160	2.366e+09	17920	4.6	242200	2.387e+09	17250	5.88	213090	2.558e+09	17340	5.76	206450	2.838e+09	17370	5.35	204250	3.074e+09	17530	4.82	217100	2.972e+09	17250	4.62	254370	3.063e+09	17340	4.59	266310	2007	2008	2008	2009	2007	2009	2007	2011	48947	.04311235	1.211e+12	17547950	5.7745296	81795.668	1.237e+12	17578510	6.0516698	86153.594	1.282e+12	17663700	5.7322907	91738.368	1.313e+12	17854640	5.5112653	100243.12	1.346e+12	18085270	5.00746	104928.76	1.349e+12	18072550	4.9482408	105495.48	1.351e+12	17977360	5.7750706	98547.455	1.314e+12	17331550	8.9026341	92107.836	1.359e+12	17331190	9.0119473	92563.956	1.382e+12	17404200	8.4050847	90059.732	1.413e+12	17432020	7.5633772	94606.976	1.447e+12	17430490	7.2019097	103754.19	1.492e+12	17677840	6.2372719	107466.09	-.6493506	.5217391	3.058007	4.69395
2122	"Kenai Peninsula Borough"	"AK"	"medium-sized"	57147	""	""	""	"213"	"Mining support"	163.2505	5.321791	"221"	"Utilities"	68.4919	2.232762	"445"	"Food  stores"	40.1108	1.307569	"623"	"Residential care"	25.6003	.8345423	"444"	"Building material dealers"	24.1317	.7866675	2.376e+09	22590	9.36	131210	2.239e+09	22840	10.03	139650	2.316e+09	23110	9.51	155110	2.264e+09	23090	8.75	169310	2.305e+09	23340	8.08	173040	2.334e+09	23770	7.58	171150	2.461e+09	24230	7.84	161470	2.717e+09	24190	9.79	142680	2.492e+09	24390	10.01	139360	2.526e+09	24730	9.41	139720	2.254e+09	25240	8.35	149300	2.757e+09	26030	7.46	174480	2.862e+09	26320	7.4	183130	2009	2012	2008	2008	2007	2010	2006	2010	46706	.02564222	4.162e+12	50614410	5.6552625	124306.48	4.297e+12	51016030	5.8691575	133191.47	4.459e+12	51818170	5.5242002	145291.79	4.601e+12	52899470	5.2221368	162339.11	4.719e+12	54013220	4.7614042	168988.49	4.774e+12	54545770	4.7048962	168009.13	4.742e+12	54526570	5.7872527	153612.83	4.617e+12	52599080	9.2241148	140222.32	4.731e+12	52626190	9.4425275	140142.06	4.795e+12	53097970	8.749475	134797.84	4.899e+12	53687370	7.9043956	139917.84	4.986e+12	54075610	7.322442	152548.75	5.090e+12	55161540	6.1644444	159845.96	-.8042895	1.114099	3.81094	4.957588
2130	"Ketchikan Gateway Borough"	"AK"	"small"	13729	"Ketchikan, AK"	"1"	"1"	"FH"	"Forestry and fishing"	55.9986	5.410384	"483"	"Water transportation"	20.742	2.004018	"445"	"Food  stores"	15.5817	1.505448	"487"	"Sightseeing transportation"	9.8019	.9470245	"713"	"Entertainment"	6.3732	.6157557	7.257e+08	7170	8.19	168160	7.272e+08	7270	7.96	175990	7.467e+08	7360	7.43	193980	7.563e+08	7420	6.73	212920	7.898e+08	7590	6.04	220940	8.609e+08	7790	5.43	219880	8.922e+08	7820	5.68	206200	8.771e+08	7710	7.1	180670	8.857e+08	7540	7.66	175070	9.060e+08	7600	7.33	174900	9.021e+08	7680	6.7	185950	8.944e+08	7670	6.14	216130	9.039e+08	7650	6.1	224910	2008	2009	2008	2010	2007	2010	2006	2011	43270	.04158473	1.211e+12	17547950	5.7745296	81795.668	1.237e+12	17578510	6.0516698	86153.594	1.282e+12	17663700	5.7322907	91738.368	1.313e+12	17854640	5.5112653	100243.12	1.346e+12	18085270	5.00746	104928.76	1.349e+12	18072550	4.9482408	105495.48	1.351e+12	17977360	5.7750706	98547.455	1.314e+12	17331550	8.9026341	92107.836	1.359e+12	17331190	9.0119473	92563.956	1.382e+12	17404200	8.4050847	90059.732	1.413e+12	17432020	7.5633772	94606.976	1.447e+12	17430490	7.2019097	103754.19	1.492e+12	17677840	6.2372719	107466.09	-.6514658	-.2607562	1.05881	4.06237
2150	"Kodiak Island Borough"	"AK"	"small"	14135	""	""	""	"486"	"Pipeline transportation"	311.1873	28.61716	"311"	"Food"	84.7418	7.79296	"FH"	"Forestry and fishing"	22.1293	2.035038	"445"	"Food  stores"	9.7448	.8961437	"483"	"Water transportation"	8.0413	.7394878	6.359e+08	5770	8.82	157360	6.290e+08	5460	9.59	165630	7.106e+08	5680	8.74	182540	6.862e+08	5550	8.26	200020	7.362e+08	5680	7.34	206640	7.882e+08	5780	6.03	204380	8.917e+08	5970	6.58	190900	8.710e+08	6110	7.14	167490	9.184e+08	6170	7.17	162730	9.728e+08	6460	7.06	163120	9.719e+08	6470	6.28	176120	1.007e+09	6480	5.61	208220	1.013e+09	6500	5.57	216740	2008	2009	2009	2009	2007	2010	2006	2010	42688	.03649259	1.211e+12	17547950	5.7745296	81795.668	1.237e+12	17578510	6.0516698	86153.594	1.282e+12	17663700	5.7322907	91738.368	1.313e+12	17854640	5.5112653	100243.12	1.346e+12	18085270	5.00746	104928.76	1.349e+12	18072550	4.9482408	105495.48	1.351e+12	17977360	5.7750706	98547.455	1.314e+12	17331550	8.9026341	92107.836	1.359e+12	17331190	9.0119473	92563.956	1.382e+12	17404200	8.4050847	90059.732	1.413e+12	17432020	7.5633772	94606.976	1.447e+12	17430490	7.2019097	103754.19	1.492e+12	17677840	6.2372719	107466.09	-.7130125	.308642	.6046345	4.091826
2164	"Lake And Peninsula Borough"	"AK"	"small"	1648	""	""	""	"GVL"	"Local government"	25.3767	30.00898	"722"	"Food services"	5.204	6.153941	"311"	"Food"	3.3075	3.911253	"721"	"Accommodation"	2.5288	2.990408	"713"	"Entertainment"	1.2992	1.536357	45930000	850	7.44	72090	53980000	880	8	74670	58480000	830	9.79	80480	60960000	960	7.28	87120	67430000	1010	5.98	90060	82900000	1110	5.27	90240	74770000	1060	6.59	86610	76460000	1000	8.09	78220	84610000	1010	7.92	77070	81250000	1060	7.89	76560	79820000	1060	7.5	81170	81310000	1060	7.33	95650	81900000	1050	7.27	100700	2007	2008	2007	2009	2007	2009	2007	2011	37608	.00409443	1.211e+12	17547950	5.7745296	81795.668	1.237e+12	17578510	6.0516698	86153.594	1.282e+12	17663700	5.7322907	91738.368	1.313e+12	17854640	5.5112653	100243.12	1.346e+12	18085270	5.00746	104928.76	1.349e+12	18072550	4.9482408	105495.48	1.351e+12	17977360	5.7750706	98547.455	1.314e+12	17331550	8.9026341	92107.836	1.359e+12	17331190	9.0119473	92563.956	1.382e+12	17404200	8.4050847	90059.732	1.413e+12	17432020	7.5633772	94606.976	1.447e+12	17430490	7.2019097	103754.19	1.492e+12	17677840	6.2372719	107466.09	-.8185539	-.9433962	.725618	5.279665
2170	"Matanuska-Susitna Borough"	"AK"	"medium-sized"	95192	"Anchorage, AK"	"2"	"0"	"221"	"Utilities"	90.0658	2.950032	"445"	"Food  stores"	35.0352	1.147549	"444"	"Building material dealers"	32.9251	1.078435	"485"	"Transit transportation"	18.7691	.6147665	"611"	"Education"	15.7295	.5152069	1.580e+09	28960	8.04	133720	1.718e+09	30420	8.63	143390	1.898e+09	31900	8.29	162430	1.993e+09	33910	7.62	182320	2.029e+09	36070	7.38	190080	2.091e+09	37100	6.92	185980	2.221e+09	38460	7.29	175610	2.281e+09	38590	8.86	158270	2.437e+09	38540	9.1	157550	2.472e+09	39780	8.83	158990	2.534e+09	40520	7.94	169350	2.589e+09	40520	7.27	196980	2.662e+09	41590	7.12	208890	2009	2009	2009	2009	2007	2010	2006	2010	38932	.02229274	4.162e+12	50614410	5.6552625	124306.48	4.297e+12	51016030	5.8691575	133191.47	4.459e+12	51818170	5.5242002	145291.79	4.601e+12	52899470	5.2221368	162339.11	4.719e+12	54013220	4.7614042	168988.49	4.774e+12	54545770	4.7048962	168009.13	4.742e+12	54526570	5.7872527	153612.83	4.617e+12	52599080	9.2241148	140222.32	4.731e+12	52626190	9.4425275	140142.06	4.795e+12	53097970	8.749475	134797.84	4.899e+12	53687370	7.9043956	139917.84	4.986e+12	54075610	7.322442	152548.75	5.090e+12	55161540	6.1644444	159845.96	-2.063274	2.640671	2.818953	6.046299
2185	"North Slope Borough"	"AK"	"small"	9686	""	""	""	"211"	"Oil and gas"	4044.958	65.45473	"213"	"Mining support"	850.0719	13.7557	"212"	"Mining"	172.3059	2.788221	"324"	"Oil and coal products"	105.5852	1.708559	"221"	"Utilities"	73.8936	1.195732	3.822e+09	3470	8.44	111550	3.287e+09	3370	10.15	116700	3.656e+09	3320	10.15	127700	3.695e+09	3380	8.99	139280	4.605e+09	3860	6.74	143480	5.382e+09	4440	5.18	141840	5.379e+09	4940	4.06	133340	6.662e+09	5040	4.72	118630	5.806e+09	5050	5.93	116870	5.891e+09	5110	5.42	117370	6.335e+09	5160	5.35	126140	5.637e+09	5210	4.99	147980	5.874e+09	5310	4.95	163150	2009	2013	2009	2009	2008	2010	2006	2010	97381	.01349921	1.211e+12	17547950	5.7745296	81795.668	1.237e+12	17578510	6.0516698	86153.594	1.282e+12	17663700	5.7322907	91738.368	1.313e+12	17854640	5.5112653	100243.12	1.346e+12	18085270	5.00746	104928.76	1.349e+12	18072550	4.9482408	105495.48	1.351e+12	17977360	5.7750706	98547.455	1.314e+12	17331550	8.9026341	92107.836	1.359e+12	17331190	9.0119473	92563.956	1.382e+12	17404200	8.4050847	90059.732	1.413e+12	17432020	7.5633772	94606.976	1.447e+12	17430490	7.2019097	103754.19	1.492e+12	17677840	6.2372719	107466.09	-.8016032	1.919386	4.204795	10.25139
2188	"Northwest Arctic Borough"	"AK"	"small"	7685	""	""	""	"212"	"Mining"	307.0327	49.04312	"GVL"	"Local government"	76.3503	12.19563	"531"	"Real estate"	72.1482	11.52442	"713"	"Entertainment"	4.2389	.6770903	"311"	"Food"	4.1046	.6556382	4.313e+08	2730	11.15	88090	4.313e+08	2630	13.02	92640	4.447e+08	2510	13.24	101320	4.639e+08	2700	11.85	110560	6.483e+08	2620	11.18	114570	7.550e+08	2660	10.44	113800	6.386e+08	2640	11.09	107540	6.597e+08	2620	11.88	95680	7.043e+08	2640	13.1	93290	7.496e+08	2600	14.9	92890	7.305e+08	2640	14.91	100020	6.940e+08	2650	15.17	118790	7.148e+08	2670	15.06	127410	2007	2008	2001	2004	2007	2013	2006	2011	60912	.16412398	1.211e+12	17547950	5.7745296	81795.668	1.237e+12	17578510	6.0516698	86153.594	1.282e+12	17663700	5.7322907	91738.368	1.313e+12	17854640	5.5112653	100243.12	1.346e+12	18085270	5.00746	104928.76	1.349e+12	18072550	4.9482408	105495.48	1.351e+12	17977360	5.7750706	98547.455	1.314e+12	17331550	8.9026341	92107.836	1.359e+12	17331190	9.0119473	92563.956	1.382e+12	17404200	8.4050847	90059.732	1.413e+12	17432020	7.5633772	94606.976	1.447e+12	17430490	7.2019097	103754.19	1.492e+12	17677840	6.2372719	107466.09	-.7251154	.754717	2.994366	7.256503
2195	"Petersburg Census Area"	"AK"	"small"	3774	""	""	""	"FH"	"Forestry and fishing"	23.0126	9.132126	"311"	"Food"	14.9548	5.934536	"324"	"Oil and coal products"	14.029	5.56715	"483"	"Water transportation"	2.515	.9980314	"454"	"Nonstore retailers"	1.3416	.5323892	2.335e+08	1600	12.87	153950	2.497e+08	1640	13.07	164010	2.642e+08	1660	12.81	183180	2.612e+08	1660	11.5	202330	2.382e+08	1560	11.52	208760	2.158e+08	1550	10.95	204870	2.077e+08	1520	11.63	189220	2.453e+08	1520	12.56	164870	2.555e+08	1520	12.53	162270	2.623e+08	1480	10.89	170220	2.654e+08	1490	10.47	185230	2.164e+08	1490	9.47	218180	2.164e+08	1480	9.4	223720	2004	2008	2004	2011	2007	2009	2006	2010	39265	.01290478	1.211e+12	17547950	5.7745296	81795.668	1.237e+12	17578510	6.0516698	86153.594	1.282e+12	17663700	5.7322907	91738.368	1.313e+12	17854640	5.5112653	100243.12	1.346e+12	18085270	5.00746	104928.76	1.349e+12	18072550	4.9482408	105495.48	1.351e+12	17977360	5.7750706	98547.455	1.314e+12	17331550	8.9026341	92107.836	1.359e+12	17331190	9.0119473	92563.956	1.382e+12	17404200	8.4050847	90059.732	1.413e+12	17432020	7.5633772	94606.976	1.447e+12	17430490	7.2019097	103754.19	1.492e+12	17677840	6.2372719	107466.09	-.7391763	-.671141	.0184869	2.539188
